"","planning_unit_name","gauge","ewr_code_timing","state","LTWPShortName","env_obj","Target","SWSDLName"
"215","Murray River - Yarrawonga to Barmah","409023","LF3_S","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"216","Murray River - Barmah to Barham","409023","LF3_P","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"217","Edward River - Stevens Weir to Wakool River","409023","LF3_P","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"218","Murray River - Hume to Yarrawonga","409023","LF3_P","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"219","Upper Wakool River and Yallakool Creek","409023","LF3_P","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"220","Murray River - Yarrawonga to Barmah","409023","LF3_P","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"221","Murray River - Barmah to Barham","409023","LF4_S","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"222","Edward River - Stevens Weir to Wakool River","409023","LF4_S","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"223","Murray River - Hume to Yarrawonga","409023","LF4_S","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"224","Upper Wakool River and Yallakool Creek","409023","LF4_S","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"225","Murray River - Yarrawonga to Barmah","409023","LF4_S","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"226","Murray River - Barmah to Barham","409023","LF4_P","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"227","Edward River - Stevens Weir to Wakool River","409023","LF4_P","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"228","Murray River - Hume to Yarrawonga","409023","LF4_P","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"229","Upper Wakool River and Yallakool Creek","409023","LF4_P","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"230","Murray River - Yarrawonga to Barmah","409023","LF4_P","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"231","Murray River - Barmah to Barham","409023","BK1_S","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"232","Edward River - Stevens Weir to Wakool River","409023","BK1_S","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"233","Murray River - Hume to Yarrawonga","409023","BK1_S","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"234","Upper Wakool River and Yallakool Creek","409023","BK1_S","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"235","Murray River - Yarrawonga to Barmah","409023","BK1_S","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"236","Murray River - Barmah to Barham","409023","BK1_P","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"237","Edward River - Stevens Weir to Wakool River","409023","BK1_P","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"238","Murray River - Hume to Yarrawonga","409023","BK1_P","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"239","Upper Wakool River and Yallakool Creek","409023","BK1_P","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"240","Murray River - Yarrawonga to Barmah","409023","BK1_P","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"241","Murray River - Barmah to Barham","409023","OB1_S","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"242","Edward River - Stevens Weir to Wakool River","409023","OB1_S","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"243","Murray River - Hume to Yarrawonga","409023","OB1_S","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"244","Upper Wakool River and Yallakool Creek","409023","OB1_S","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"245","Murray River - Yarrawonga to Barmah","409023","OB1_S","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"246","Murray River - Barmah to Barham","409023","OB1_P","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"247","Edward River - Stevens Weir to Wakool River","409023","OB1_P","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"248","Murray River - Hume to Yarrawonga","409023","OB1_P","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"249","Upper Wakool River and Yallakool Creek","409023","OB1_P","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"250","Murray River - Yarrawonga to Barmah","409023","OB1_P","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"251","Murray River - Barmah to Barham","409023","OB2_S","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"252","Edward River - Stevens Weir to Wakool River","409023","OB2_S","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"253","Murray River - Hume to Yarrawonga","409023","OB2_S","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"254","Upper Wakool River and Yallakool Creek","409023","OB2_S","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"255","Murray River - Yarrawonga to Barmah","409023","OB2_S","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"256","Murray River - Barmah to Barham","409023","OB2_P","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"257","Edward River - Stevens Weir to Wakool River","409023","OB2_P","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"258","Murray River - Hume to Yarrawonga","409023","OB2_P","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"259","Upper Wakool River and Yallakool Creek","409023","OB2_P","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"260","Murray River - Yarrawonga to Barmah","409023","OB2_P","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"261","Murray River - Barmah to Barham","409024","SF2","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"262","Edward River - Stevens Weir to Wakool River","409024","SF2","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"263","Murray River - Hume to Yarrawonga","409024","SF2","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"264","Upper Wakool River and Yallakool Creek","409024","SF2","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"265","Murray River - Yarrawonga to Barmah","409024","SF2","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"266","Murray River - Barmah to Barham","409024","LF1_P","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"267","Edward River - Stevens Weir to Wakool River","409024","LF1_P","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"268","Murray River - Hume to Yarrawonga","409024","LF1_P","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"269","Upper Wakool River and Yallakool Creek","409024","LF1_P","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"270","Murray River - Yarrawonga to Barmah","409024","LF1_P","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"271","Murray River - Barmah to Barham","409024","LF1_S","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"272","Edward River - Stevens Weir to Wakool River","409024","LF1_S","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"273","Murray River - Hume to Yarrawonga","409024","LF1_S","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"274","Upper Wakool River and Yallakool Creek","409024","LF1_S","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"275","Murray River - Yarrawonga to Barmah","409024","LF1_S","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"276","Murray River - Barmah to Barham","409024","LF2","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"277","Edward River - Stevens Weir to Wakool River","409024","LF2","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"278","Murray River - Hume to Yarrawonga","409024","LF2","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"279","Upper Wakool River and Yallakool Creek","409024","LF2","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"280","Murray River - Yarrawonga to Barmah","409024","LF2","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"281","Murray River - Barmah to Barham","409024","LF3_S","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"282","Edward River - Stevens Weir to Wakool River","409024","LF3_S","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"283","Murray River - Hume to Yarrawonga","409024","LF3_S","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"284","Upper Wakool River and Yallakool Creek","409024","LF3_S","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"285","Murray River - Yarrawonga to Barmah","409024","LF3_S","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"286","Murray River - Barmah to Barham","409024","LF3_P","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"287","Edward River - Stevens Weir to Wakool River","409024","LF3_P","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"288","Murray River - Hume to Yarrawonga","409024","LF3_P","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"289","Upper Wakool River and Yallakool Creek","409024","LF3_P","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"290","Murray River - Yarrawonga to Barmah","409024","LF3_P","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"291","Murray River - Barmah to Barham","409024","LF4_S","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"292","Edward River - Stevens Weir to Wakool River","409024","LF4_S","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"293","Murray River - Hume to Yarrawonga","409024","LF4_S","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"294","Upper Wakool River and Yallakool Creek","409024","LF4_S","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"295","Murray River - Yarrawonga to Barmah","409024","LF4_S","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"296","Murray River - Barmah to Barham","409024","LF4_P","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"297","Edward River - Stevens Weir to Wakool River","409024","LF4_P","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"298","Murray River - Hume to Yarrawonga","409024","LF4_P","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"299","Upper Wakool River and Yallakool Creek","409024","LF4_P","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"300","Murray River - Yarrawonga to Barmah","409024","LF4_P","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"301","Murray River - Barmah to Barham","409024","BK1_S","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"302","Edward River - Stevens Weir to Wakool River","409024","BK1_S","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"303","Murray River - Hume to Yarrawonga","409024","BK1_S","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"304","Upper Wakool River and Yallakool Creek","409024","BK1_S","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"305","Murray River - Yarrawonga to Barmah","409024","BK1_S","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"306","Murray River - Barmah to Barham","409024","BK1_P","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"307","Edward River - Stevens Weir to Wakool River","409024","BK1_P","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"308","Murray River - Hume to Yarrawonga","409024","BK1_P","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"309","Upper Wakool River and Yallakool Creek","409024","BK1_P","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"310","Murray River - Yarrawonga to Barmah","409024","BK1_P","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"311","Murray River - Barmah to Barham","409024","OB1_S","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"312","Edward River - Stevens Weir to Wakool River","409024","OB1_S","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"313","Murray River - Hume to Yarrawonga","409024","OB1_S","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"314","Upper Wakool River and Yallakool Creek","409024","OB1_S","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"315","Murray River - Yarrawonga to Barmah","409024","OB1_S","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"316","Murray River - Barmah to Barham","409024","OB1_P","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"317","Edward River - Stevens Weir to Wakool River","409024","OB1_P","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"318","Murray River - Hume to Yarrawonga","409024","OB1_P","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
"319","Upper Wakool River and Yallakool Creek","409024","OB1_P","NSW","Murray Lower Darling","NV4","Native Vegetation","New South Wales Murray"
